#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-06-14T21:10:08 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ62a8f53d18970b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/244/21&tab:{J/ApJS/244/21/table3}&key:source=J/ApJS/244/21&HTTPPRM:&&-ref=VIZ62a8f53d18970b&-out.max=50&-out.form=HTML Table&-order=I&-oc.form=sexa&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/244/21/table3
#-order=I
#-out=KIC
#-out=Kpmag
#-out=Q
#-out=Teff
#-out=E_Teff
#-out=e_Teff
#-out=logg
#-out=E_logg
#-out=e_logg
#-out=Mass
#-out=E_Mass
#-out=e_Mass
#-out=Prot
#-out=E_Prot
#-out=Sph
#-out=E_Sph
#-out=Fl1
#-out=DMK
#-out=Fl2
#-out=Fl3
#-out=Fl4
#-out=Fl5
#-out=M17
#M17=M17
#-out=Simbad
#Simbad=Simbad
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_22440021
#Name: J/ApJS/244/21
#Title: Surface rotation & activity of Kepler stars. I. (Santos+, 2019)
#Table	J_ApJS_244_21_table3:
#Name: J/ApJS/244/21/table3
#Title: Stellar properties for stars with successfully recovered rotation period
#Column	KIC	(I8)	[892834/12984138] Kepler Input Catalog ID	[ucd=meta.id;meta.main]
#Column	Kpmag	(F6.3)	[9/20]? Kepler magnitude	[ucd=phot.mag;em.opt]
#Column	Q	(A5)	First and last observed Kepler Quarters	[ucd=meta.note]
#Column	Teff	(I4)	[2500/5199] Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(I3)	[0/636] Upper uncertainty on Teff	[ucd=stat.error;stat.max]
#Column	e_Teff	(I3)	[0/706] Lower uncertainty on Teff	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F6.3)	[4.3/5.4] Log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F6.3)	[0/0.3] Upper uncertainty on logg	[ucd=stat.error;stat.max]
#Column	e_logg	(F6.3)	[0/0.9] Lower uncertainty on logg	[ucd=stat.error]
#Column	Mass	(F6.3)	[0.08/1] Mass	[ucd=phys.mass]
#Column	E_Mass	(F6.3)	[0/0.2] Upper uncertainty on Mass	[ucd=stat.error;stat.max]
#Column	e_Mass	(F6.3)	[0/0.3] Lower uncertainty on Mass	[ucd=stat.error;phys.mass]
#Column	Prot	(F6.2)	[0.2/143.1] Rotation period	[ucd=time.period]
#Column	E_Prot	(F5.2)	[0.03/14]? Uncertainty on Prot	[ucd=stat.error;stat.max]
#Column	Sph	(F7.1)	[1.6/65595.7] Photometric activity proxy	[ucd=spect.index]
#Column	E_Sph	(F7.1)	[2.9/11377.5] Uncertainty on Sph	[ucd=stat.error;stat.max]
#Column	Fl1	(I1)	[1]? CP/CB candidate flag (1=Type 1 CP/CB candidate) (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	DMK	(F6.3)	[-1.3/0.8]? Luminosity excess correction (G1)	[ucd=phot.color.excess]
#Column	Fl2	(I1)	[0/1]? GAIA binary flag (G2) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl3	(I1)	[0/1]? GAIA subgiant flag (G3) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl4	(I1)	[0/1]? KOI flag (G4) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Fl5	(I1)	[0/2]? FliPer Class flag (G5) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	M17	(A3)	Display the data from the KSPC DR25 (Mathur+, 2017, J/ApJS/229/30)	[ucd=meta.ref.url]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA	(F9.5)	Position from KIC catalog (V/133) (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Position from KIC catalog (V/133) (declination part)	[ucd=pos.eq.dec;meta.main]
KIC	Kpmag	Q	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	Mass	E_Mass	e_Mass	Prot	E_Prot	Sph	E_Sph	Fl1	DMK	Fl2	Fl3	Fl4	Fl5	M17	Simbad	_RA	_DE
 1866058	15.650	 2-17	4733	128	142	 4.588	 0.058	 0.031	 0.674	 0.081	 0.050	 23.54	 1.87	 3198.0	   94.8	 	      	0	0	 	0	M17	Simbad	290.92038	+37.36762
 1866535	15.268	 1-17	3755	 55	 61	 4.774	 0.039	 0.024	 0.485	 0.026	 0.031	 24.54	 2.13	  382.5	   17.7	 	      	 	 	 	0	M17	Simbad	291.02719	+37.35209
 1866924	14.295	 1-17	4256	128	128	 4.635	 0.052	 0.021	 0.614	 0.062	 0.056	 27.04	 2.14	 2540.6	   66.6	 	      	0	0	 	0	M17	Simbad	291.13229	+37.35999
 1866985	15.189	 1-17	5167	153	153	 4.511	 0.088	 0.072	 0.755	 0.106	 0.057	 12.88	 1.00	 2025.2	   82.4	 	      	0	0	 	0	M17	Simbad	291.14758	+37.38557
 1866986	14.969	 1-17	3986	124	155	 4.648	 0.060	 0.020	 0.616	 0.041	 0.062	 36.17	 2.87	 2268.2	   53.5	 	      	0	0	 	0	M17	Simbad	291.14792	+37.31667
 1867210	14.445	 1-17	4977	136	136	 4.548	 0.072	 0.042	 0.719	 0.093	 0.050	 16.42	 1.28	 1665.2	   58.3	 	      	0	0	 	0	M17	Simbad	291.20096	+37.38029
 1867358	15.973	 1-17	3625	 50	 65	 4.828	 0.036	 0.036	 0.452	 0.029	 0.043	 31.27	 2.94	  297.8	   18.5	 	      	0	0	 	2	M17	Simbad	291.24002	+37.33159
 1867462	14.604	 1-17	4485	 71	 89	 4.666	 0.013	 0.043	 0.685	 0.027	 0.041	 17.01	 1.41	  982.2	   36.7	 	      	0	0	 	0	M17	Simbad	291.26425	+37.38291
 1867645	15.160	 1-17	4827	146	131	 4.558	 0.063	 0.036	 0.717	 0.081	 0.054	 11.77	 0.80	 2756.3	  113.3	 	      	0	0	 	0	M17	Simbad	291.31372	+37.38728
 1868233	14.285	 1-17	4847	 77	 77	 4.628	 0.012	 0.048	 0.783	 0.027	 0.054	 43.31	 6.43	  683.2	   16.5	 	      	0	0	 	0	M17	Simbad	291.44519	+37.38602
 1868524	15.608	 4-17	4686	 84	 74	 4.626	 0.024	 0.027	 0.685	 0.037	 0.034	  9.63	 0.71	 3872.7	  175.5	 	      	0	0	 	0	M17	Simbad	291.51300	+37.30922
 1868579	15.696	 1-17	4231	126	139	 4.674	 0.032	 0.042	 0.643	 0.048	 0.066	 37.97	 3.92	  485.8	   18.6	 	      	0	0	 	0	M17	Simbad	291.52771	+37.30064
 1869783	14.923	 1-17	4721	 75	 84	 4.635	 0.012	 0.045	 0.762	 0.030	 0.045	 26.12	 1.87	 4241.7	  112.2	 	      	1	0	 	0	M17	Simbad	291.78741	+37.39476
 1871120	14.110	 1-17	4074	128	142	 4.687	 0.031	 0.045	 0.654	 0.033	 0.065	 37.71	 3.30	 1459.1	   33.5	 	      	0	0	 	0	M17	Simbad	292.05914	+37.31171
 1871483	15.729	 2-17	4861	146	131	 4.574	 0.066	 0.039	 0.689	 0.088	 0.047	 18.99	 2.16	  359.0	   23.0	 	      	0	0	1	0	M17	Simbad	292.13239	+37.38848
 1871665	15.252	 1-17	5078	151	151	 4.526	 0.082	 0.060	 0.739	 0.103	 0.055	 26.85	 4.27	  418.6	   17.8	 	      	0	0	 	0	M17	Simbad	292.17474	+37.34745
 1872289	15.448	 1-17	4883	146	146	 4.617	 0.027	 0.063	 0.794	 0.052	 0.079	 34.46	 4.94	  829.2	   25.6	 	      	0	0	 	0	M17	Simbad	292.31049	+37.33116
 1872433	15.700	 4-17	5082	184	184	 4.605	 0.033	 0.077	 0.825	 0.065	 0.090	 23.87	 1.97	 1111.4	   39.9	 	      	0	0	 	0	M17	Simbad	292.34299	+37.32901
 1872885	15.610	 2-17	3847	120	147	 4.648	 0.067	 0.018	 0.612	 0.035	 0.060	  1.85	 0.13	14371.1	 1388.4	1	      	0	0	 	2	M17	Simbad	292.44040	+37.34651
 1873523	15.545	 1-17	3929	107	 95	 4.705	 0.033	 0.024	 0.559	 0.031	 0.035	 20.64	 1.92	 1044.2	   39.8	 	      	0	0	 	0	M17	Simbad	292.58160	+37.32468
 1873543	14.444	 1-17	3850	120	147	 4.662	 0.060	 0.020	 0.603	 0.040	 0.060	 11.37	 0.75	 3809.0	  151.4	 	      	 	 	 	0	M17	Simbad	292.58456	+37.39547
 1873656	13.869	 1-17	4620	139	153	 4.700	 0.052	 0.028	 0.545	 0.043	 0.028	 10.98	 0.78	 3074.3	  123.8	 	      	1	0	 	0	M17	Simbad	292.61380	+37.38314
 1874294	15.885	 4-16	4847	173	173	 4.535	 0.072	 0.042	 0.753	 0.075	 0.055	 32.39	 4.60	  501.4	   33.1	 	      	0	0	 	0	M17	Simbad	292.75317	+37.34879
 1995089	15.062	 1-17	4513	136	149	 4.733	 0.052	 0.028	 0.520	 0.035	 0.028	 23.38	 1.95	 1259.8	   40.3	 	      	 	 	 	0	M17	Simbad	286.02304	+37.49370
 1996399	14.748	 1-17	3770	 53	 60	 4.754	 0.023	 0.030	 0.540	 0.022	 0.033	 27.04	 1.75	 2931.3	   77.4	 	      	0	0	 	0	M17	Simbad	286.40833	+37.42676
 1996574	15.516	 1-17	4181	125	138	 4.718	 0.072	 0.033	 0.510	 0.052	 0.047	 20.22	 1.98	  537.1	   25.6	 	      	0	0	 	0	M17	Simbad	286.45444	+37.40706
 1996637	15.474	 1-17	5138	153	138	 4.536	 0.088	 0.064	 0.717	 0.103	 0.051	 24.37	 3.03	  378.7	   18.9	 	      	1	0	 	0	M17	Simbad	286.47406	+37.44174
 1996668	14.216	 1-17	5040	151	136	 4.530	 0.080	 0.080	 0.737	 0.103	 0.055	 24.19	 4.14	  158.0	    8.3	 	      	0	0	 	0	M17	Simbad	286.48547	+37.44231
 1996773	14.822	 1-17	5032	149	149	 4.479	 0.095	 0.149	 0.810	 0.074	 0.055	  8.50	 0.63	 5322.8	  243.4	 	      	0	0	 	0	M17	Simbad	286.52271	+37.47518
 1996936	15.084	 1-17	5097	138	154	 4.680	 0.025	 0.075	 0.698	 0.062	 0.062	 26.48	 2.84	  930.1	   29.8	 	      	0	0	 	0	M17	Simbad	286.57498	+37.48171
 2010579	15.260	 1-17	4930	147	147	 4.667	 0.052	 0.036	 0.592	 0.050	 0.025	 27.07	 3.08	  241.9	   13.4	 	      	0	0	 	0	M17	Simbad	290.49838	+37.48184
 2010738	15.987	 4-17	4065	142	158	 4.634	 0.049	 0.017	 0.634	 0.043	 0.043	 26.48	 1.84	 2638.4	   78.4	 	      	0	0	 	0	M17	Simbad	290.53418	+37.40245
 2011417	15.309	 1-17	4641	125	139	 4.589	 0.056	 0.028	 0.682	 0.076	 0.051	 44.53	 5.79	 1291.6	   30.7	 	      	0	0	 	0	M17	Simbad	290.70084	+37.40607
 2011878	15.853	 2-17	4927	146	146	 4.567	 0.066	 0.039	 0.694	 0.095	 0.047	 13.33	 1.04	 1230.3	   59.4	 	      	0	0	 	2	M17	Simbad	290.82144	+37.49223
 2012265	15.134	 1-17	4952	134	148	 4.676	 0.025	 0.075	 0.692	 0.066	 0.060	 33.52	 1.13	  482.7	   23.8	 	      	0	0	 	0	M17	Simbad	290.90482	+37.46429
 2012486	15.946	 4-17	4955	176	176	 4.533	 0.072	 0.048	 0.757	 0.087	 0.063	 44.85	 6.12	  863.1	   26.0	 	      	0	0	 	0	M17	Simbad	290.95822	+37.41122
 2012631	14.379	 1-17	4951	 81	 81	 4.578	 0.016	 0.060	 0.872	 0.021	 0.049	 31.06	 2.49	 1687.1	   42.7	 	      	0	0	 	0	M17	Simbad	290.98907	+37.43518
 2012731	15.976	 4-17	3470	 62	 55	 4.970	 0.050	 0.050	 0.285	 0.053	 0.044	 35.93	 3.14	 2521.3	   64.7	 	      	0	0	 	0	M17	Simbad	291.01511	+37.41472
 2013284	14.348	 1-17	5174	 85	 77	 4.483	 0.084	 0.030	 0.782	 0.067	 0.026	 21.36	 1.77	 1619.1	   49.6	 	      	0	0	 	0	M17	Simbad	291.14429	+37.44001
 2013577	14.716	 1-17	4693	 84	 75	 4.651	 0.012	 0.042	 0.724	 0.025	 0.051	 25.23	 2.20	 1398.9	   41.1	 	      	1	0	 	0	M17	Simbad	291.21381	+37.40921
 2013627	14.399	 1-17	4222	135	150	 4.612	 0.049	 0.017	 0.667	 0.047	 0.052	 14.10	 1.16	 1073.9	   42.6	 	      	1	0	 	0	M17	Simbad	291.22571	+37.47178
 2013754	14.399	 1-17	4505	137	137	 4.571	 0.052	 0.020	 0.747	 0.040	 0.052	  4.85	 0.34	 4572.3	  276.1	 	      	 	 	 	0	M17	Simbad	291.25433	+37.44324
 2014065	13.362	 0-17	4750	142	128	 4.591	 0.056	 0.032	 0.679	 0.083	 0.048	 20.21	 1.53	 3674.6	  107.5	 	      	 	 	 	0	M17	Simbad	291.32861	+37.46587
 2014087	15.939	 4-17	4949	176	176	 4.581	 0.066	 0.044	 0.679	 0.093	 0.050	 27.42	 2.27	 3031.1	   86.2	 	      	0	0	 	0	M17	Simbad	291.33429	+37.41323
 2014203	15.546	 1-17	4376	118	131	 4.606	 0.052	 0.017	 0.662	 0.063	 0.052	 10.75	 0.85	 4073.5	  173.2	 	      	1	0	 	0	M17	Simbad	291.36356	+37.49024
 2015025	13.385	 0-17	4853	 77	 77	 4.629	 0.012	 0.048	 0.779	 0.027	 0.054	 10.17	 0.75	 3550.7	  146.6	 	      	0	0	 	0	M17	Simbad	291.55954	+37.42161
 2015098	15.967	 4-17	5126	179	179	 4.602	 0.039	 0.077	 0.786	 0.082	 0.082	 26.12	 2.70	  692.3	   30.1	 	      	0	0	 	0	M17	Simbad	291.57886	+37.49998
 2015124	14.993	 1-17	5105	 84	 84	 4.476	 0.088	 0.028	 0.801	 0.060	 0.030	 34.70	 5.76	 1194.9	   32.8	 	      	1	0	 	0	M17	Simbad	291.58447	+37.47057
 2015302	15.397	 1-17	4454	 80	 80	 4.591	 0.045	 0.012	 0.681	 0.041	 0.026	 28.38	 1.99	 3186.8	   84.5	 	      	0	0	 	0	M17	Simbad	291.61920	+37.41164
 2015703	15.188	 1-17	4504	134	121	 4.638	 0.024	 0.042	 0.746	 0.031	 0.068	 21.81	 1.61	 2831.9	   85.4	 	      	0	0	 	0	M17	Simbad	291.70816	+37.46599
 2015767	15.953	 1-17	4248	128	128	 4.622	 0.049	 0.018	 0.645	 0.056	 0.056	 19.25	 1.70	 1636.4	   62.3	 	      	0	0	 	0	M17	Simbad	291.72656	+37.49221
 2016171	14.863	 1-17	4866	 78	 78	 4.641	 0.018	 0.042	 0.743	 0.027	 0.059	 46.75	 4.98	  898.6	   21.2	 	      	0	0	 	0	M17	Simbad	291.82272	+37.45415
 2016219	15.991	 4-17	4604	166	166	 4.623	 0.052	 0.032	 0.627	 0.076	 0.047	 17.35	 1.58	 1170.6	   51.8	 	      	1	0	 	0	M17	Simbad	291.83218	+37.47406
 2016599	15.074	 1-17	4590	125	153	 4.707	 0.054	 0.027	 0.538	 0.039	 0.028	 15.21	 1.24	 2095.2	   77.5	 	      	1	0	 	0	M17	Simbad	291.92328	+37.40144
 2016979	15.898	 2-17	4418	126	141	 4.759	 0.063	 0.031	 0.495	 0.034	 0.034	 17.11	 1.54	 1925.9	   74.4	 	      	 	 	 	1	M17	Simbad	291.98898	+37.45325
 2017659	15.474	 1-17	4647	139	153	 4.760	 0.045	 0.024	 0.512	 0.032	 0.024	 19.25	 1.66	 1539.4	   55.1	 	      	 	 	 	0	M17	Simbad	292.13998	+37.48615
 2017962	13.589	 0-17	5122	196	179	 4.503	 0.093	 0.085	 0.764	 0.106	 0.057	 23.21	 2.04	 1472.6	   42.2	 	      	 	 	 	0	M17	Simbad	292.21155	+37.44409
 2018047	13.657	 1-17	4132	123	135	 4.643	 0.052	 0.020	 0.607	 0.058	 0.058	 43.02	 2.45	  419.7	   10.5	 	      	0	0	 	0	M17	Simbad	292.23172	+37.46814
 2018383	15.847	 2-17	4330	116	155	 4.768	 0.077	 0.033	 0.484	 0.035	 0.043	 30.21	 1.37	  985.1	   47.7	 	      	1	0	 	0	M17	Simbad	292.31189	+37.44773
 2018492	14.160	 1-17	5112	168	137	 4.444	 0.119	 0.221	 0.837	 0.078	 0.058	 28.78	 1.97	 2697.8	   68.0	 	      	0	0	 	0	M17	Simbad	292.33426	+37.46057
 2018930	14.523	 1-17	4944	133	133	 4.542	 0.072	 0.048	 0.731	 0.085	 0.054	 21.66	 1.81	 2179.0	   65.1	 	      	0	0	 	0	M17	Simbad	292.42880	+37.46595
 2019316	15.798	 4-17	4664	163	163	 4.594	 0.059	 0.027	 0.668	 0.075	 0.054	 45.79	 3.80	  588.7	   19.6	 	      	0	0	 	0	M17	Simbad	292.51593	+37.40591
 2019481	15.787	 4-17	5096	179	179	 4.671	 0.028	 0.077	 0.723	 0.069	 0.069	 28.98	 3.55	  269.0	   16.9	 	      	0	0	 	0	M17	Simbad	292.55289	+37.46444
 2020185	15.125	 1-17	4397	131	131	 4.660	 0.048	 0.028	 0.592	 0.063	 0.048	 21.21	 1.64	 3493.0	  104.6	 	      	0	0	 	0	M17	Simbad	292.70444	+37.45968
 2020498	13.870	 2-17	3892	122	163	 4.737	 0.098	 0.049	 0.520	 0.058	 0.086	 22.89	 1.64	 2658.9	   74.6	 	      	0	0	 	0	M17	Simbad	292.76587	+37.44266
 2020638	15.689	 1-17	4418	131	131	 4.700	 0.044	 0.040	 0.574	 0.053	 0.042	 18.09	 1.41	 1783.9	   66.0	 	      	0	0	 	0	M17	Simbad	292.79263	+37.41488
 2020830	14.241	 1-17	5066	136	151	 4.611	 0.040	 0.060	 0.731	 0.078	 0.064	 16.30	 1.23	 4076.0	  134.3	 	      	1	0	 	0	M17	Simbad	292.83011	+37.46485
 2021157	14.601	 1-17	5176	153	138	 4.612	 0.033	 0.083	 0.826	 0.065	 0.098	  9.69	 0.74	 3060.2	  133.9	 	      	0	0	 	0	M17	Simbad	292.90732	+37.49800
 2021440	15.611	 1-17	5150	153	153	 4.628	 0.033	 0.077	 0.792	 0.066	 0.088	 17.85	 1.70	  454.1	   25.5	 	      	0	0	 	0	M17	Simbad	292.96844	+37.48869
 2140389	15.826	 4-17	5066	181	181	 4.625	 0.035	 0.070	 0.784	 0.063	 0.087	  0.96	 0.07	 5735.8	  813.0	1	      	0	1	 	2	M17	Simbad	285.91641	+37.59428
 2140493	14.834	 1-17	5142	154	154	 4.649	 0.060	 0.035	 0.607	 0.052	 0.022	 22.73	 3.14	  211.5	   11.8	 	      	 	 	 	0	M17	Simbad	285.95029	+37.59362
 2140621	15.530	 2- 3	5062	164	149	 4.467	 0.104	 0.182	 0.819	 0.074	 0.055	 34.22	 3.18	 1466.4	   67.7	 	      	0	0	 	0	M17	Simbad	285.99524	+37.59633
 2140651	15.360	 1-17	4786	143	129	 4.499	 0.113	 0.750	 0.798	 0.046	 0.041	 30.63	 3.97	  789.0	   25.7	 	      	0	0	 	0	M17	Simbad	286.00467	+37.55375
 2140909	15.411	 1-17	4270	128	128	 4.692	 0.032	 0.052	 0.622	 0.056	 0.062	 37.98	 4.77	 1461.7	   37.3	 	      	0	0	 	0	M17	Simbad	286.08984	+37.59291
 2141003	14.101	 1-17	4919	154	154	 4.694	 0.052	 0.028	 0.565	 0.041	 0.021	 25.40	 2.91	  340.5	   12.5	 	      	1	0	 	0	M17	Simbad	286.12616	+37.50231
 2141150	15.355	 1-17	4831	131	131	 4.641	 0.031	 0.058	 0.751	 0.053	 0.083	 24.37	 1.78	 4629.7	  128.3	 	      	0	0	 	0	M17	Simbad	286.17755	+37.58350
 2141179	14.707	 1-17	4953	147	147	 4.660	 0.058	 0.031	 0.593	 0.050	 0.025	 21.81	 2.22	 1454.0	   45.6	 	      	 	 	 	0	M17	Simbad	286.19437	+37.57248
 2141193	15.451	 1-17	5125	153	153	 4.513	 0.085	 0.076	 0.751	 0.106	 0.057	 20.49	 1.60	 4536.2	  137.9	 	      	0	0	 	0	M17	Simbad	286.19864	+37.59782
 2141781	15.373	 4-17	5103	179	179	 4.500	 0.090	 0.090	 0.770	 0.098	 0.057	 17.35	 1.50	  541.8	   26.7	 	      	0	0	 	0	M17	Simbad	286.36987	+37.55014
 2142091	15.370	 1-17	5022	164	149	 4.472	 0.108	 0.405	 0.819	 0.074	 0.055	 12.88	 0.91	 4245.7	  169.5	 	      	0	0	 	0	M17	Simbad	286.47687	+37.50560
 2142372	15.542	 1-17	3705	 66	 81	 4.798	 0.065	 0.040	 0.464	 0.042	 0.052	 18.47	 1.50	 1233.2	   47.7	 	      	0	0	 	0	M17	Simbad	286.57422	+37.51707
 2142451	15.694	 1-17	3489	 77	 84	 4.868	 0.065	 0.045	 0.388	 0.057	 0.070	 33.29	 1.85	 1188.8	   35.5	 	      	0	0	 	0	M17	Simbad	286.60022	+37.52770
 2156061	13.475	 1-17	4260	115	141	 4.614	 0.056	 0.017	 0.648	 0.050	 0.056	 29.38	 3.06	 1642.6	   48.6	 	      	 	 	 	0	M17	Simbad	290.49326	+37.54396
 2156545	15.812	 2-17	4231	115	140	 4.695	 0.063	 0.032	 0.532	 0.056	 0.046	 32.60	 3.34	 1625.1	   46.5	 	      	0	0	 	0	M17	Simbad	290.60889	+37.54544
 2156718	15.096	 1-17	4278	115	127	 4.654	 0.054	 0.027	 0.578	 0.068	 0.045	 21.51	 1.74	 1224.3	   41.2	 	      	0	0	 	0	M17	Simbad	290.65146	+37.56301
 2156807	14.116	 1-17	5135	154	139	 4.464	 0.108	 0.162	 0.812	 0.088	 0.064	 28.38	 2.54	 2551.3	   64.9	 	      	0	0	 	0	M17	Simbad	290.67136	+37.50896
 2156848	15.467	 1-17	5113	168	153	 4.609	 0.028	 0.083	 0.834	 0.059	 0.095	 16.08	 1.35	 2838.7	  101.6	 	      	0	0	 	0	M17	Simbad	290.68063	+37.56560
 2157184	13.795	 1-17	4599	164	164	 4.654	 0.040	 0.040	 0.633	 0.068	 0.051	 27.61	 2.50	 2297.7	   59.1	 	      	0	0	 	0	M17	Simbad	290.76175	+37.50564
 2157356	15.984	 1-17	3651	 51	 58	 4.855	 0.038	 0.031	 0.421	 0.028	 0.042	 13.52	 0.95	 3482.3	  139.0	 	      	0	0	 	0	M17	Simbad	290.80032	+37.51789
 2157676	14.949	 1-17	4815	 76	 76	 4.631	 0.007	 0.059	 0.799	 0.028	 0.052	 24.71	 2.12	 1789.7	   52.4	 	      	0	0	 	0	M17	Simbad	290.86926	+37.53710
 2157986	14.225	 1-17	5162	 82	 82	 4.486	 0.078	 0.036	 0.816	 0.058	 0.031	 46.75	 3.38	  495.8	   12.3	 	      	0	0	 	0	M17	Simbad	290.94598	+37.56086
 2158543	14.399	 1-17	4837	 78	 78	 4.637	 0.012	 0.045	 0.759	 0.027	 0.059	 20.21	 1.62	 2881.0	   87.0	 	      	0	0	 	0	M17	Simbad	291.08386	+37.53931
 2159486	15.008	 4-17	4879	 88	 78	 4.558	 0.052	 0.021	 0.712	 0.047	 0.030	  5.61	 0.44	 4732.3	  269.4	 	      	1	0	 	0	M17	Simbad	291.29648	+37.54963
 2160105	15.944	 1-17	4458	 79	 88	 4.611	 0.045	 0.012	 0.645	 0.038	 0.029	 16.88	 1.42	 2650.0	   98.1	 	      	0	0	 	0	M17	Simbad	291.43427	+37.51864
 2161536	15.661	 1-17	3967	 79	 79	 4.674	 0.032	 0.017	 0.593	 0.034	 0.034	 27.04	 2.00	 2231.2	   64.8	 	      	0	0	1	0	M17	Simbad	291.72620	+37.52890
 2161569	15.847	 4-17	4489	156	156	 4.597	 0.056	 0.024	 0.669	 0.067	 0.054	 20.78	 1.89	  870.6	   37.4	 	      	0	0	 	0	M17	Simbad	291.73245	+37.51821
 2161648	14.629	 1-17	4713	 85	 75	 4.647	 0.012	 0.040	 0.735	 0.026	 0.053	 31.70	 1.75	  549.5	   17.1	 	      	0	0	 	0	M17	Simbad	291.75244	+37.56312
 2162268	15.600	 4-17	4791	172	172	 4.561	 0.066	 0.039	 0.715	 0.085	 0.053	 10.98	 0.73	 3798.0	  161.3	 	      	0	0	 	0	M17	Simbad	291.88782	+37.54298
 2162907	15.650	 1-17	3827	104	104	 4.728	 0.046	 0.025	 0.526	 0.034	 0.038	 26.30	 1.76	 1577.7	   49.3	 	      	 	 	 	0	M17	Simbad	292.04135	+37.59672
 2163101	15.225	 1-17	4112	 74	 82	 4.713	 0.021	 0.036	 0.577	 0.031	 0.034	 25.05	 2.07	 2669.4	   75.7	 	      	0	0	 	0	M17	Simbad	292.07666	+37.59774
 2163610	15.976	 1-17	3913	 93	105	 4.703	 0.039	 0.021	 0.552	 0.034	 0.034	 20.78	 2.39	  340.0	   23.9	 	      	0	0	 	2	M17	Simbad	292.17548	+37.55878
 2163634	14.530	 1-17	4594	138	138	 4.557	 0.060	 0.024	 0.744	 0.049	 0.049	 29.59	 2.27	 1074.0	   29.8	 	      	1	0	 	0	M17	Simbad	292.17892	+37.51459
 2165002	15.391	 1-17	4987	 80	 80	 4.602	 0.024	 0.038	 0.749	 0.043	 0.043	 21.96	 1.68	 1884.4	   60.5	 	      	0	0	0	0	M17	Simbad	292.46976	+37.56779
 2166534	15.395	 1-17	5110	185	154	 4.386	 0.176	 0.286	 0.881	 0.062	 0.056	 33.05	 1.36	 1237.7	   49.4	 	      	0	0	 	0	M17	Simbad	292.80249	+37.57791
 2166547	15.499	 1-17	3744	 59	 67	 4.829	 0.054	 0.045	 0.441	 0.040	 0.045	 26.67	 2.72	  422.1	   19.3	 	      	 	 	 	0	M17	Simbad	292.80450	+37.55174
 2167693	15.572	 1-17	3770	 75	 83	 4.747	 0.042	 0.024	 0.508	 0.031	 0.034	 17.35	 1.24	 1012.8	   42.7	 	      	0	0	 	0	M17	Simbad	293.05399	+37.55889
 2168638	15.960	 4-17	5144	196	179	 4.588	 0.036	 0.084	 0.820	 0.073	 0.082	 18.73	 1.57	 1352.4	   54.9	 	      	0	0	 	0	M17	Simbad	293.24747	+37.59675
 2282652	15.005	 1-17	5089	152	152	 4.490	 0.099	 0.121	 0.784	 0.093	 0.062	 14.69	 1.19	 2806.0	  102.1	 	      	0	0	 	0	M17	Simbad	285.86258	+37.68248
 2282663	15.920	 1-17	4272	128	128	 4.639	 0.049	 0.024	 0.614	 0.067	 0.050	 34.22	 6.03	  782.5	   27.8	 	      	0	0	 	0	M17	Simbad	285.86594	+37.63084
 2282712	15.568	 4-17	3452	 44	 44	 4.923	 0.048	 0.032	 0.332	 0.041	 0.041	 19.79	 1.50	 2895.4	   94.0	 	      	 	 	 	0	M17	Simbad	285.88242	+37.64113
 2282783	15.297	 1-17	4895	146	131	 4.561	 0.066	 0.044	 0.706	 0.090	 0.053	 17.04	 2.57	  240.0	   17.0	 	      	1	0	 	0	M17	Simbad	285.90796	+37.67539
 2282944	15.857	 1-17	4492	121	134	 4.588	 0.056	 0.020	 0.684	 0.066	 0.054	 32.15	 1.15	  407.4	   27.9	 	      	0	0	 	0	M17	Simbad	285.96786	+37.61464
 2283092	13.814	 1-17	4882	130	145	 4.464	 0.115	 0.693	 0.821	 0.052	 0.043	 33.75	 2.63	 2254.1	   52.5	 	      	0	0	 	0	M17	Simbad	286.02344	+37.69961
