kepid,kepoi_name,kepler_name,koi_disposition,adopted_Teff,adopted_Teff_err,adopted_Teff_provenance,Prot,Prot_err,Prot_provenance,li_eagles_LiEW,li_eagles_eLiEW,gyro_median,gyro_+1sigma,gyro_-1sigma,li_median,li_+1sigma,li_-1sigma,adopted_rp,adopted_rp_provenance,adopted_period,flag_gyro_quality,flag_planet_quality,has_hires,t_gyro,t_li,are_gyro_and_li_consistent
10271806,K00733.03,Kepler-224 b,CONFIRMED,5048,86,2020AJ....159..280B,21.51,0.48,2019ApJS..244...21S,-8,33,2391,100,93,,,,1.47,2020AJ....160..108B,3.13,0,0,1,$2391^{+100}_{-93}$,$> 334$,Yes
10271806,K00733.01,Kepler-224 c,CONFIRMED,5048,86,2020AJ....159..280B,21.51,0.48,2019ApJS..244...21S,-8,33,2391,100,93,,,,3.33,2020AJ....160..108B,5.92,0,4,1,$2391^{+100}_{-93}$,$> 334$,Yes
10271806,K00733.02,Kepler-224 d,CONFIRMED,5048,86,2020AJ....159..280B,21.51,0.48,2019ApJS..244...21S,-8,33,2391,100,93,,,,2.53,2020AJ....160..108B,11.35,0,0,1,$2391^{+100}_{-93}$,$> 334$,Yes
10271806,K00733.04,Kepler-224 e,CONFIRMED,5048,86,2020AJ....159..280B,21.51,0.48,2019ApJS..244...21S,-8,33,2391,100,93,,,,2.26,2020AJ....160..108B,18.64,0,0,1,$2391^{+100}_{-93}$,$> 334$,Yes
7295235,K00987.01,Kepler-743 b,CONFIRMED,5376,88,2020AJ....159..280B,20.32,0.42,2021ApJS..255...17S,8,7,2392,140,122,,,,1.29,2022AJ....163..179P,3.18,0,0,1,$2392^{+140}_{-122}$,$> 687$,Yes
11134879,K00480.01,Kepler-570 b,CONFIRMED,5371,87,2020AJ....159..280B,20.35,0.42,2021ApJS..255...17S,,,2392,138,121,,,,2.31,2020AJ....160..108B,4.3,0,0,0,$2392^{+138}_{-121}$,--,--
7047824,K02806.01,Kepler-1353 b,CONFIRMED,4670,81,2020AJ....159..280B,21.51,0.48,2019ApJS..244...21S,14,21,2405,105,93,,,,1.73,2022AJ....163..179P,24.75,0,0,1,$2405^{+105}_{-93}$,$> 190$,Yes
5113822,K00638.01,Kepler-199 b,CONFIRMED,5654,98,2020AJ....159..280B,18.10,0.31,2021ApJS..255...17S,26,8,2405,276,216,,,,3.02,2022AJ....163..179P,23.64,0,0,1,$2405^{+276}_{-216}$,$> 518$,Yes
5113822,K00638.02,Kepler-199 c,CONFIRMED,5654,98,2020AJ....159..280B,18.10,0.31,2021ApJS..255...17S,26,8,2405,276,216,,,,3.25,2022AJ....163..179P,67.09,0,4,1,$2405^{+276}_{-216}$,$> 518$,Yes
9595827,K00217.01,Kepler-71 b,CONFIRMED,5509,89,2020AJ....159..280B,19.52,0.38,2021ApJS..255...17S,,,2406,180,150,,,,12.71,2020AJ....160..108B,3.91,0,0,0,$2406^{+180}_{-150}$,--,--
8231667,K03494.01,Kepler-1926 b,CONFIRMED,4816,98,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,,,2410,96,89,,,,2.67,10.26133/NEA4,42.88,128,0,0,$2410^{+96}_{-89}$,--,--
2832589,K01942.01,Kepler-1978 b,CONFIRMED,5273,105,2020AJ....159..280B,20.92,0.45,2021ApJS..255...17S,,,2411,133,115,,,,2.94,2020AJ....160..108B,10.85,0,0,0,$2411^{+133}_{-115}$,--,--
9279354,K02060.01,Kepler-1788 b,CONFIRMED,4670,76,2020AJ....159..280B,21.66,0.48,2019ApJS..244...21S,21,23,2424,106,94,,,,1.92,2022AJ....163..179P,2.8,0,4,1,$2424^{+106}_{-94}$,$> 172$,Yes
9589524,K00468.01,Kepler-563 b,CONFIRMED,4955,80,2020AJ....159..280B,22.00,0.50,SantosPrivComm,,,2436,100,93,,,,3.06,2020AJ....160..108B,22.18,0,0,0,$2436^{+100}_{-93}$,--,--
9844088,K00470.01,Kepler-564 b,CONFIRMED,5588,90,2020AJ....159..280B,18.99,0.35,2021ApJS..255...17S,,,2436,218,179,,,,4.7,2020AJ....160..108B,3.75,0,0,0,$2436^{+218}_{-179}$,--,--
8013439,K02352.02,Kepler-381 b,CONFIRMED,6136,115,2020AJ....159..280B,10.24,0.10,2018MNRAS.474.2094A,6,13,2438,539,718,,,,0.92,2022AJ....163..179P,5.63,2566,0,1,$2438^{+539}_{-718}$,$> 338$,Yes
8013439,K02352.01,Kepler-381 c,CONFIRMED,6136,115,2020AJ....159..280B,10.24,0.10,2018MNRAS.474.2094A,6,13,2438,539,718,,,,1.03,2022AJ....163..179P,13.39,2566,0,1,$2438^{+539}_{-718}$,$> 338$,Yes
8013439,K02352.03,Kepler-381 d,CONFIRMED,6136,115,2020AJ....159..280B,10.24,0.10,2018MNRAS.474.2094A,6,13,2438,539,718,,,,0.9,2022AJ....163..179P,8.26,2566,4,1,$2438^{+539}_{-718}$,$> 338$,Yes
10616679,K00429.01,Kepler-550 b,CONFIRMED,5059,107,2020AJ....159..280B,21.81,0.49,2021ApJS..255...17S,,,2438,110,99,,,,4.17,2020AJ....160..108B,8.6,0,0,0,$2438^{+110}_{-99}$,--,--
9654468,K02417.01,Kepler-1684 b,CONFIRMED,4572,81,2020AJ....159..280B,21.36,0.47,2019ApJS..244...21S,,,2439,125,105,,,,2.88,2020AJ....160..108B,47.71,0,4,0,$2439^{+125}_{-105}$,--,--
5695396,K00283.01,Kepler-131 b,CONFIRMED,5699,91,2020AJ....159..280B,17.73,0.29,2021ApJS..255...17S,4,7,2442,288,234,,,,2.03,2022AJ....163..179P,16.09,0,0,1,$2442^{+288}_{-234}$,$> 822$,Yes
5695396,K00283.02,Kepler-131 c,CONFIRMED,5699,91,2020AJ....159..280B,17.73,0.29,2021ApJS..255...17S,4,7,2442,288,234,,,,0.82,2022AJ....163..179P,25.52,0,0,1,$2442^{+288}_{-234}$,$> 822$,Yes
11356260,K01441.01,Kepler-851 b,CONFIRMED,5251,98,2020AJ....159..280B,21.24,0.46,2021ApJS..255...17S,,,2444,129,114,,,,1.62,2020AJ....160..108B,8.51,0,4,0,$2444^{+129}_{-114}$,--,--
9904006,K02135.03,Kepler-361 b,CONFIRMED,6186,136,2020AJ....159..280B,10.11,0.10,2021ApJS..255...17S,32,4,2458,535,766,,,,1.57,2022AJ....163..179P,8.49,518,0,1,$2458^{+535}_{-766}$,$> 184$,Yes
9904006,K02135.01,Kepler-361 c,CONFIRMED,6186,136,2020AJ....159..280B,10.11,0.10,2021ApJS..255...17S,32,4,2458,535,766,,,,2.91,2022AJ....163..179P,55.19,518,0,1,$2458^{+535}_{-766}$,$> 184$,Yes
8822216,K00581.01,Kepler-610 b,CONFIRMED,5669,100,2020AJ....159..280B,18.22,0.31,2021ApJS..255...17S,,,2459,290,229,,,,3.15,2020AJ....160..108B,7.0,0,0,0,$2459^{+290}_{-229}$,--,--
8822216,K00581.02,Kepler-610 c,CONFIRMED,5669,100,2020AJ....159..280B,18.22,0.31,2021ApJS..255...17S,,,2459,290,229,,,,2.37,2020AJ....160..108B,151.86,0,0,0,$2459^{+290}_{-229}$,--,--
6029239,K00304.01,Kepler-518 b,CONFIRMED,5761,101,2020AJ....159..280B,16.97,0.25,2021ApJS..255...17S,34,3,2463,362,294,,,,2.26,2022AJ....163..179P,8.51,0,0,1,$2463^{+362}_{-294}$,$> 404$,Yes
10531955,K02208.01,Kepler-1141 b,CONFIRMED,5556,102,2020AJ....159..280B,19.49,0.37,2021ApJS..255...17S,18,11,2470,225,179,,,,0.88,2022AJ....163..179P,2.34,512,4,1,$2470^{+225}_{-179}$,$> 579$,Yes
7269493,K01961.01,Kepler-1027 b,CONFIRMED,5346,87,2020AJ....159..280B,20.98,0.45,2018MNRAS.474.2094A,1,10,2471,139,124,,,,0.91,10.26133/NEA4,1.91,2688,0,1,$2471^{+139}_{-124}$,$> 701$,Yes
2571238,K00084.01,Kepler-19 b,CONFIRMED,5518,93,2020AJ....159..280B,19.83,0.39,2021ApJS..255...17S,-1,4,2472,192,160,,,,2.31,2022AJ....163..179P,9.29,0,0,1,$2472^{+192}_{-160}$,$> 889$,Yes
4483138,K02910.01,Kepler-1384 b,CONFIRMED,5011,174,2019ApJS..244...21S,22.11,0.51,2019ApJS..244...21S,,,2481,125,105,,,,1.8,10.26133/NEA4,15.36,800,0,0,$2481^{+125}_{-105}$,--,--
11037511,K02580.01,Kepler-1281 b,CONFIRMED,5257,116,2020AJ....159..280B,21.48,0.47,2021ApJS..255...17S,,,2487,144,123,,,,1.59,10.26133/NEA4,3.12,384,0,0,$2487^{+144}_{-123}$,--,--
7134976,K00874.01,Kepler-246 b,CONFIRMED,4955,82,2020AJ....159..280B,22.42,0.52,2019ApJS..244...21S,6,21,2493,106,98,,,,2.05,2022AJ....163..179P,4.6,0,0,1,$2493^{+106}_{-98}$,$> 316$,Yes
7134976,K00874.02,Kepler-246 c,CONFIRMED,4955,82,2020AJ....159..280B,22.42,0.52,2019ApJS..244...21S,6,21,2493,106,98,,,,1.4,2022AJ....163..179P,11.19,0,0,1,$2493^{+106}_{-98}$,$> 316$,Yes
9015738,K01616.01,Kepler-909 b,CONFIRMED,6110,108,2020AJ....159..280B,10.73,0.11,2021ApJS..255...17S,55,3,2495,526,686,2498,3237,1589,1.4,2022AJ....163..179P,13.93,0,4,1,$2495^{+526}_{-686}$,$2498^{+3237}_{-1589}$,Yes
10332883,K01880.01,Kepler-994 b,CONFIRMED,4032,74,2020AJ....159..280B,18.86,0.34,2019ApJS..244...21S,9,12,2499,161,159,,,,1.43,2022AJ....163..179P,1.15,0,0,1,$2499^{+161}_{-159}$,$> 105$,Yes
11621223,K00355.01,Kepler-535 b,CONFIRMED,6175,122,2020AJ....159..280B,10.08,0.10,2021ApJS..255...17S,47,3,2500,498,738,,,,2.37,2022AJ....163..179P,4.9,0,0,1,$2500^{+498}_{-738}$,$> 91$,Yes
12314973,K00279.01,Kepler-450 b,CONFIRMED,6167,124,2020AJ....159..280B,10.24,0.10,2018MNRAS.474.2094A,-8,10,2503,509,740,,,,6.08,10.26133/NEA4,28.45,2694,0,1,$2503^{+509}_{-740}$,$> 323$,Yes
12314973,K00279.02,Kepler-450 c,CONFIRMED,6167,124,2020AJ....159..280B,10.24,0.10,2018MNRAS.474.2094A,-8,10,2503,509,740,,,,2.59,10.26133/NEA4,15.41,2694,0,1,$2503^{+509}_{-740}$,$> 323$,Yes
9823519,K02793.01,Kepler-1350 b,CONFIRMED,3891,79,2020AJ....159..280B,19.25,0.36,2019ApJS..244...21S,,,2504,191,208,,,,2.31,2020AJ....160..108B,4.5,4,0,0,$2504^{+191}_{-208}$,--,--
9823519,K02793.02,Kepler-1350 c,CONFIRMED,3891,79,2020AJ....159..280B,19.25,0.36,2019ApJS..244...21S,,,2504,191,208,,,,1.67,2020AJ....160..108B,1.77,4,0,0,$2504^{+191}_{-208}$,--,--
12024120,K00265.01,Kepler-507 b,CONFIRMED,6021,112,2020AJ....159..280B,12.48,0.12,2018MNRAS.474.2094A,36,2,2505,562,606,,,,1.27,2022AJ....163..179P,3.57,2560,0,1,$2505^{+562}_{-606}$,$> 255$,Yes
4827723,K00632.01,Kepler-629 b,CONFIRMED,5192,85,2020AJ....159..280B,21.96,0.50,2021ApJS..255...17S,6,7,2515,124,113,,,,1.34,2022AJ....163..179P,7.24,0,0,1,$2515^{+124}_{-113}$,$> 574$,Yes
2165002,K00999.01,Kepler-263 b,CONFIRMED,5205,91,2020AJ....159..280B,21.96,0.50,2019ApJS..244...21S,7,15,2524,127,115,,,,2.61,2022AJ....163..179P,16.57,0,0,1,$2524^{+127}_{-115}$,$> 495$,Yes
2165002,K00999.02,Kepler-263 c,CONFIRMED,5205,91,2020AJ....159..280B,21.96,0.50,2019ApJS..244...21S,7,15,2524,127,115,,,,2.18,2022AJ....163..179P,47.33,0,0,1,$2524^{+127}_{-115}$,$> 495$,Yes
9818381,K00135.01,Kepler-43 b,CONFIRMED,6008,122,2020AJ....159..280B,12.95,0.13,2021ApJS..255...17S,32,8,2527,578,608,,,,12.17,2022AJ....163..179P,3.02,580,0,1,$2527^{+578}_{-608}$,$> 282$,Yes
12784167,K03848.01,Kepler-1522 b,CONFIRMED,5712,110,2020AJ....159..280B,18.12,0.31,2021ApJS..255...17S,,,2542,346,273,,,,2.0,2020AJ....160..108B,1.85,512,0,0,$2542^{+346}_{-273}$,--,--
7918992,K02095.01,Kepler-1091 b,CONFIRMED,5923,108,2020AJ....159..280B,14.57,0.15,2021ApJS..255...17S,,,2547,495,469,,,,1.44,2020AJ....160..108B,1.43,0,0,0,$2547^{+495}_{-469}$,--,--
4140813,K02117.01,Kepler-1795 b,CONFIRMED,4012,93,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,,,2548,167,171,,,,1.84,10.26133/NEA4,13.36,128,0,0,$2548^{+167}_{-171}$,--,--
7826659,K02686.01,Kepler-1868 b,CONFIRMED,4475,73,2020AJ....159..280B,21.52,0.48,2019ApJS..244...21S,-13,11,2550,154,129,,,,3.01,2022AJ....163..179P,211.03,0,4,1,$2550^{+154}_{-129}$,$> 197$,Yes
3122913,K02490.01,Kepler-1845 b,CONFIRMED,4738,86,2020AJ....159..280B,22.74,0.54,2019ApJS..244...21S,-20,20,2550,116,105,,,,1.9,2022AJ....163..179P,11.61,0,0,1,$2550^{+116}_{-105}$,$> 279$,Yes
10593626,K00087.01,Kepler-22 b,CONFIRMED,5625,93,2020AJ....159..280B,19.25,0.36,2021ApJS..255...17S,-8,10,2552,244,202,,,,1.94,2022AJ....163..179P,289.86,0,4,1,$2552^{+244}_{-202}$,$> 879$,Yes
4049131,K00811.01,Kepler-687 b,CONFIRMED,4855,92,2020AJ....159..280B,22.89,0.54,2019ApJS..244...21S,-19,10,2553,111,103,,,,3.3,2022AJ....163..179P,20.51,0,0,1,$2553^{+111}_{-103}$,$> 396$,Yes
10682541,K00751.01,Kepler-663 b,CONFIRMED,5213,103,2020AJ....159..280B,22.11,0.51,2021ApJS..255...17S,,,2553,136,121,,,,2.8,2020AJ....160..108B,5.0,0,0,0,$2553^{+136}_{-121}$,--,--
7603200,K00314.03,Kepler-138 b,CONFIRMED,3975,64,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,14,14,2553,168,175,,,,0.64,2022AJ....163..179P,10.31,64,0,1,$2553^{+168}_{-175}$,$> 91$,Yes
7603200,K00314.01,Kepler-138 c,CONFIRMED,3975,64,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,14,14,2553,168,175,,,,1.5,2022AJ....163..179P,13.78,64,0,1,$2553^{+168}_{-175}$,$> 91$,Yes
7603200,K00314.02,Kepler-138 d,CONFIRMED,3975,64,2020AJ....159..280B,19.12,0.36,2019ApJS..244...21S,14,14,2553,168,175,,,,1.33,2022AJ....163..179P,23.09,64,0,1,$2553^{+168}_{-175}$,$> 91$,Yes
10363115,K03908.01,Kepler-1929 b,CONFIRMED,6133,122,2020AJ....159..280B,nan,nan,,55,2,,,,2554,3245,1635,2.81,2020AJ....160..108B,59.36,518,0,1,--,$2554^{+3245}_{-1635}$,No
12557548,K03794.01,Kepler-1520 b,CONFIRMED,4622,85,2020AJ....159..280B,22.42,0.52,2019ApJS..244...21S,19,17,2560,134,115,,,,82.25,2022AJ....163..179P,0.65,0,4,1,$2560^{+134}_{-115}$,$> 174$,Yes
7382313,K02392.01,Kepler-1220 b,CONFIRMED,5898,121,2020AJ....159..280B,15.21,0.16,2021ApJS..255...17S,,,2562,518,467,,,,1.4,10.26133/NEA4,7.43,128,0,0,$2562^{+518}_{-467}$,--,--
8826878,K00922.01,Kepler-727 b,CONFIRMED,5275,98,2020AJ....159..280B,21.96,0.50,2021ApJS..255...17S,,,2571,142,128,,,,2.79,2020AJ....160..108B,5.15,0,4,0,$2571^{+142}_{-128}$,--,--
10864531,K02080.02,Kepler-358 b,CONFIRMED,5342,99,2020AJ....159..280B,21.66,0.48,2021ApJS..255...17S,,,2578,154,136,,,,3.03,2020AJ....160..108B,34.06,512,0,0,$2578^{+154}_{-136}$,--,--
10864531,K02080.01,Kepler-358 c,CONFIRMED,5342,99,2020AJ....159..280B,21.66,0.48,2021ApJS..255...17S,,,2578,154,136,,,,3.01,2020AJ....160..108B,83.49,512,0,0,$2578^{+154}_{-136}$,--,--
11758544,K01883.01,Kepler-997 b,CONFIRMED,6095,124,2020AJ....159..280B,11.63,0.12,2021ApJS..255...17S,46,3,2579,541,696,,,,1.33,2022AJ....163..179P,2.71,518,0,1,$2579^{+541}_{-696}$,$> 123$,Yes
6310636,K01688.01,Kepler-929 b,CONFIRMED,5947,125,2020AJ....159..280B,14.54,0.15,2018MNRAS.474.2094A,55,4,2608,547,531,2583,3151,1578,1.61,2020AJ....160..108B,0.92,2566,0,1,$2608^{+547}_{-531}$,$2583^{+3151}_{-1578}$,Yes
11764462,K01531.01,Kepler-884 b,CONFIRMED,5175,92,2020AJ....159..280B,22.55,0.53,2021ApJS..255...17S,34,3,2596,131,120,,,,1.16,10.26133/NEA4,5.7,640,0,1,$2596^{+131}_{-120}$,$> 276$,Yes
10328393,K01905.01,Kepler-332 b,CONFIRMED,4851,84,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,-1,7,2597,114,107,,,,1.17,2022AJ....163..179P,7.63,0,0,1,$2597^{+114}_{-107}$,$> 365$,Yes
10328393,K01905.02,Kepler-332 c,CONFIRMED,4851,84,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,-1,7,2597,114,107,,,,1.02,2022AJ....163..179P,16.0,0,0,1,$2597^{+114}_{-107}$,$> 365$,Yes
10328393,K01905.03,Kepler-332 d,CONFIRMED,4851,84,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,-1,7,2597,114,107,,,,1.12,2022AJ....163..179P,34.21,0,0,1,$2597^{+114}_{-107}$,$> 365$,Yes
6586746,K02747.01,Kepler-1335 b,CONFIRMED,4865,90,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,,,2598,115,107,,,,1.42,2020AJ....160..108B,6.26,0,0,0,$2598^{+115}_{-107}$,--,--
4142847,K02210.01,Kepler-1143 b,CONFIRMED,4780,80,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,1,12,2605,117,109,,,,1.33,2022AJ....163..179P,2.89,0,0,1,$2605^{+117}_{-109}$,$> 295$,Yes
4142847,K02210.02,Kepler-1143 c,CONFIRMED,4780,80,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,1,12,2605,117,109,,,,2.69,2022AJ....163..179P,210.63,0,0,1,$2605^{+117}_{-109}$,$> 295$,Yes
4815520,K00367.01,Kepler-1656 b,CONFIRMED,5700,91,2020AJ....159..280B,18.62,0.33,2021ApJS..255...17S,1,4,2607,281,237,,,,4.57,2022AJ....163..179P,31.58,0,0,1,$2607^{+281}_{-237}$,$> 879$,Yes
10154388,K00991.01,Kepler-744 b,CONFIRMED,5506,107,2020AJ....159..280B,20.73,0.44,2021ApJS..255...17S,-13,7,2609,212,174,,,,1.62,10.26133/NEA4,12.06,128,0,1,$2609^{+212}_{-174}$,$> 928$,Yes
9520838,K01866.01,Kepler-987 b,CONFIRMED,5696,99,2020AJ....159..280B,18.70,0.34,2021ApJS..255...17S,0,22,2610,299,246,,,,3.26,2020AJ....160..108B,105.3,0,0,1,$2610^{+299}_{-246}$,$> 574$,Yes
5791986,K00413.01,Kepler-151 b,CONFIRMED,5199,113,2020AJ....159..280B,22.58,0.53,2021ApJS..255...17S,,,2618,144,128,,,,3.11,2020AJ....160..108B,15.23,0,0,0,$2618^{+144}_{-128}$,--,--
5791986,K00413.02,Kepler-151 c,CONFIRMED,5199,113,2020AJ....159..280B,22.58,0.53,2021ApJS..255...17S,,,2618,144,128,,,,2.41,2020AJ....160..108B,24.67,0,4,0,$2618^{+144}_{-128}$,--,--
11125613,K02485.01,Kepler-1254 b,CONFIRMED,4909,81,2020AJ....159..280B,23.38,0.57,2019ApJS..244...21S,2,10,2623,116,110,,,,1.33,2022AJ....163..179P,9.99,0,0,1,$2623^{+116}_{-110}$,$> 378$,Yes
11125613,K02485.02,Kepler-1254 c,CONFIRMED,4909,81,2020AJ....159..280B,23.38,0.57,2019ApJS..244...21S,2,10,2623,116,110,,,,1.16,2022AJ....163..179P,3.6,0,0,1,$2623^{+116}_{-110}$,$> 378$,Yes
11125613,K02485.03,Kepler-1254 d,CONFIRMED,4909,81,2020AJ....159..280B,23.38,0.57,2019ApJS..244...21S,2,10,2623,116,110,,,,1.18,2022AJ....163..179P,5.73,0,0,1,$2623^{+116}_{-110}$,$> 378$,Yes
10810838,K00174.01,Kepler-482 b,CONFIRMED,4847,78,2020AJ....159..280B,23.40,0.57,2018MNRAS.474.2094A,0,8,2623,116,110,,,,2.59,10.26133/NEA4,56.35,2176,4,1,$2623^{+116}_{-110}$,$> 358$,Yes
11521793,K00352.02,Kepler-143 b,CONFIRMED,6023,120,2020AJ....159..280B,13.17,0.13,2018MNRAS.474.2094A,13,12,2647,539,610,,,,2.24,2022AJ....163..179P,16.01,2560,4,1,$2647^{+539}_{-610}$,$> 423$,Yes
11521793,K00352.01,Kepler-143 c,CONFIRMED,6023,120,2020AJ....159..280B,13.17,0.13,2018MNRAS.474.2094A,13,12,2647,539,610,,,,2.74,2022AJ....163..179P,27.08,2560,4,1,$2647^{+539}_{-610}$,$> 423$,Yes
6153407,K03179.01,Kepler-1911 b,CONFIRMED,5721,113,2021ApJS..255...17S,18.57,0.33,2021ApJS..255...17S,-1,4,2647,351,284,,,,1.03,10.26133/NEA4,5.99,0,4,1,$2647^{+351}_{-284}$,$> 889$,Yes
11624249,K00356.01,Kepler-536 b,CONFIRMED,5450,108,2020AJ....159..280B,21.40,0.47,2018MNRAS.474.2094A,-8,10,2649,194,164,,,,5.95,10.26133/NEA4,1.83,2176,0,1,$2649^{+194}_{-164}$,$> 831$,Yes
8349582,K00122.01,Kepler-95 b,CONFIRMED,5813,105,2020AJ....159..280B,17.11,0.26,2021ApJS..255...17S,6,3,2651,392,342,,,,3.16,2022AJ....163..179P,11.52,512,0,1,$2651^{+392}_{-342}$,$> 785$,Yes
11075737,K00292.01,Kepler-97 b,CONFIRMED,5806,106,2020AJ....159..280B,17.25,0.26,2021ApJS..255...17S,19,2,2651,392,339,,,,1.46,2022AJ....163..179P,2.59,128,0,1,$2651^{+392}_{-339}$,$> 620$,Yes
11769890,K01980.01,Kepler-1036 b,CONFIRMED,5441,85,2020AJ....159..280B,21.51,0.48,2021ApJS..255...17S,7,8,2654,165,149,,,,2.3,2022AJ....163..179P,122.88,0,4,1,$2654^{+165}_{-149}$,$> 717$,Yes
10028535,K02493.01,Kepler-1259 b,CONFIRMED,5098,92,2020AJ....159..280B,23.21,0.56,2019ApJS..244...21S,,,2656,129,121,,,,1.75,2020AJ....160..108B,0.66,0,4,0,$2656^{+129}_{-121}$,--,--
9661979,K02132.01,Kepler-1681 b,CONFIRMED,5369,139,2020AJ....159..280B,21.97,0.50,2021ApJS..255...17S,9,10,2660,205,164,,,,3.04,10.26133/NEA4,69.9,128,4,1,$2660^{+205}_{-164}$,$> 620$,Yes
9729691,K01751.01,Kepler-949 b,CONFIRMED,5112,94,2020AJ....159..280B,23.21,0.56,2021ApJS..255...17S,6,14,2663,131,122,,,,2.46,2020AJ....160..108B,8.69,0,0,1,$2663^{+131}_{-122}$,$> 452$,Yes
9729691,K01751.02,Kepler-949 c,CONFIRMED,5112,94,2020AJ....159..280B,23.21,0.56,2021ApJS..255...17S,6,14,2663,131,122,,,,2.5,2020AJ....160..108B,21.0,0,0,1,$2663^{+131}_{-122}$,$> 452$,Yes
8890150,K02650.01,Kepler-395 c,CONFIRMED,4096,80,2020AJ....159..280B,19.66,0.38,2019ApJS..244...21S,16,16,2671,167,167,,,,1.43,2022AJ....163..179P,34.99,0,0,1,$2671^{+167}_{-167}$,$> 100$,Yes
7678434,K00892.01,Kepler-716 b,CONFIRMED,5037,90,2020AJ....159..280B,23.59,0.58,2013ApJ...775L..11M,7,22,2687,127,120,,,,2.69,2020AJ....160..108B,10.37,2048,0,1,$2687^{+127}_{-120}$,$> 345$,Yes
7678434,K00892.02,Kepler-716 c,CONFIRMED,5037,90,2020AJ....159..280B,23.59,0.58,2013ApJ...775L..11M,7,22,2687,127,120,,,,1.49,2020AJ....160..108B,3.97,2048,4,1,$2687^{+127}_{-120}$,$> 345$,Yes
3935914,K00809.01,Kepler-686 b,CONFIRMED,5885,117,2020AJ....159..280B,16.09,0.20,2021ApJS..255...17S,,,2693,473,437,,,,14.04,2020AJ....160..108B,1.59,0,0,0,$2693^{+473}_{-437}$,--,--
5513012,K02668.01,Kepler-1310 b,CONFIRMED,5557,136,2020AJ....159..280B,20.78,0.44,2021ApJS..255...17S,-8,6,2696,290,219,,,,1.35,2022AJ....163..179P,0.68,0,0,1,$2696^{+290}_{-219}$,$> 918$,Yes
8229696,K01072.01,Kepler-761 b,CONFIRMED,5772,106,2020AJ....159..280B,18.06,0.30,2021ApJS..255...17S,,,2698,362,309,,,,2.07,2020AJ....160..108B,10.13,0,0,0,$2698^{+362}_{-309}$,--,--
9146018,K00584.01,Kepler-192 b,CONFIRMED,5505,97,2020AJ....159..280B,21.28,0.46,2018MNRAS.474.2094A,8,5,2700,199,172,,,,2.65,2022AJ....163..179P,9.93,2048,0,1,$2700^{+199}_{-172}$,$> 767$,Yes
9146018,K00584.02,Kepler-192 c,CONFIRMED,5505,97,2020AJ....159..280B,21.28,0.46,2018MNRAS.474.2094A,8,5,2700,199,172,,,,2.39,2022AJ....163..179P,21.22,2048,0,1,$2700^{+199}_{-172}$,$> 767$,Yes
9146018,K00584.03,Kepler-192 d,CONFIRMED,5505,97,2020AJ....159..280B,21.28,0.46,2018MNRAS.474.2094A,8,5,2700,199,172,,,,1.06,2022AJ....163..179P,6.47,2048,0,1,$2700^{+199}_{-172}$,$> 767$,Yes
10723750,K00209.02,Kepler-117 b,CONFIRMED,6162,117,2020AJ....159..280B,10.93,0.11,2018MNRAS.474.2094A,40,4,2703,427,699,,,,8.36,2020AJ....160..108B,18.8,2566,0,1,$2703^{+427}_{-699}$,$> 139$,Yes
10723750,K00209.01,Kepler-117 c,CONFIRMED,6162,117,2020AJ....159..280B,10.93,0.11,2018MNRAS.474.2094A,40,4,2703,427,699,,,,12.0,2020AJ....160..108B,50.79,2566,0,1,$2703^{+427}_{-699}$,$> 139$,Yes
9958962,K00593.01,Kepler-616 b,CONFIRMED,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2705,670,679,,,,2.82,10.26133/NEA4,10.0,0,4,0,$2705^{+670}_{-679}$,--,--
9958962,K00593.02,Kepler-616 c,CONFIRMED,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2705,670,679,,,,3.96,10.26133/NEA4,90.41,0,4,0,$2705^{+670}_{-679}$,--,--
9958962,K00593.03,Kepler-616 d,CONFIRMED,6004,199,2021ApJS..255...17S,15.00,0.15,2021ApJS..255...17S,,,2705,670,679,,,,2.44,10.26133/NEA4,51.07,0,0,0,$2705^{+670}_{-679}$,--,--
8802165,K00694.01,Kepler-648 b,CONFIRMED,5675,89,2020AJ....159..280B,19.52,0.38,2021ApJS..255...17S,4,10,2708,257,222,,,,2.87,2022AJ....163..179P,17.42,0,0,1,$2708^{+257}_{-222}$,$> 776$,Yes
12021625,K02996.01,Kepler-1404 b,CONFIRMED,5111,90,2020AJ....159..280B,23.54,0.58,2021ApJS..255...17S,6,24,2713,134,126,,,,1.77,10.26133/NEA4,15.93,128,0,1,$2713^{+134}_{-126}$,$> 369$,Yes
